Date,Description,Amount,Category
07-04-2024,"UPI/P2M/409845875490/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
07-04-2024,"UPI/P2M/409859407785/Nykaa
/262475/ICICI Bank",743.0,Others
07-04-2024,"UPI/P2A/446492756837/Mr. DINESH KUMAR
/Paymen/Indian Bank",338.0,Others
07-04-2024,"UPI/P2M/409807464359/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
07-04-2024,"UPI/P2M/409895351727/AIRTEL PAYMENTS
BANK /UPIInt/Airtel Payments Bank",549.0,Others
07-04-2024,"UPI/P2M/446474084773/PHONEPE
/Paymen/Axis Bank Ltd.",1000.0,Others
08-04-2024,"UPI/P2M/409930822674/R GAYATHRI
/Paymen/Yes Bank Ltd",140.0,Others
08-04-2024,"UPI/P2M/409908111963/PHONEPE/Yes Bank
/Your wal/OTH",1500.0,Others
08-04-2024,"UPI/P2M/409985721126/Felix Logistics
/Paymen/Yes Bank Ltd",30.0,Others
08-04-2024,"UPI/P2M/409906830145/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",130.0,Others
08-04-2024,"UPI/P2M/409994780315/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",127.0,Healthcare
09-04-2024,"UPI/P2M/446640680340/ABOUNDLIFESTYLE
/Paymen/Yes Bank Ltd",3174.0,Others
09-04-2024,"UPI/P2M/446629276678/Zomato Ltd
/OidZTD/Yes Bank Ltd",1027.72,Others
09-04-2024,"UPI/P2M/410045097880/PUNNIYAMUTHY M
/Paymen/City Union Bank",95.0,Others
09-04-2024,"UPI/P2M/410012288181/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",153.0,Healthcare
10-04-2024,"UPI/P2M/410140916388/Taaraka Technologies
/Consul/ICICI Bank",299.0,Others
10-04-2024,"UPI/P2M/410186710244/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
10-04-2024,"UPI/P2M/410171291590/Spotify I/ICICI
Ban/MandateR/OTH",59.0,Others
10-04-2024,"UPI/P2M/410130058831/PUNNIYAMUTHY M
/Paymen/City Union Bank",195.0,Others
10-04-2024,"UPI/P2M/410175974451/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
11-04-2024,"UPI/P2M/410215092866/PUNNIYAMUTHY M
/Paymen/City Union Bank",135.0,Others
11-04-2024,"UPI/P2M/446831093159/FRESH MARKET
/Paymen/Yes Bank Ltd",3584.0,Others
11-04-2024,"UPI/P2M/410281286632/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
11-04-2024,"UPI/P2A/446905998287/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",12291.0,Others
12-04-2024,"UPI/P2M/410316993569/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
12-04-2024,"UPI/P2M/410331250835/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
12-04-2024,"UPI/P2M/446918600135/FRESH MARKET
/Paymen/Yes Bank Ltd",110.0,Others
12-04-2024,"UPI/P2M/410313230571/ALL MART
/Paymen/Yes Bank Ltd",300.0,Others
12-04-2024,"UPI/P2M/410350363258/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",82.0,Healthcare
13-04-2024,"UPI/P2M/410479590021/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
13-04-2024,"UPI/P2A/447053561195/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",4281.0,Others
13-04-2024,"UPI/P2M/410433185041/ARASAN CATERERS
AND C/Paymen/Yes Bank Ltd",40.0,Others
13-04-2024,"UPI/P2M/410467284337/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
13-04-2024,"UPI/P2M/410416992559/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
13-04-2024,"UPI/P2M/410422759439/Felix logistics
/Paymen/Yes Bank Ltd",15.0,Others
13-04-2024,"UPI/P2M/410498320936/VELLORE INSTITUTE
OF /UPIInt/Airtel Payments Bank",10.0,Others
13-04-2024,"UPI/P2M/410415667032/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
13-04-2024,"UPI/P2A/410438155850/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",100.0,Others
13-04-2024,"UPI/P2M/410490208578/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",108.0,Healthcare
14-04-2024,"UPI/P2A/447182358770/RUSHABH MEHTA
/UPI/HDFC BANK LTD",300.0,Others
14-04-2024,"UPI/P2A/410577093969/S DILEEP SAI
/Paymen/Karur Vysya Bank",9412.0,Others
14-04-2024,"UPI/P2M/410555324825/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
14-04-2024,"UPI/P2M/410509705121/FROZEN BOTTLES
/Genera/HDFC BANK LTD",422.0,Others
14-04-2024,"UPI/P2M/410526127987/PUNNIYAMUTHY M
/Paymen/City Union Bank",80.0,Others
14-04-2024,"UPI/P2M/410552963125/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",40.0,Others
15-04-2024,"UPI/P2M/410669903280/Google India Digital
/Paymen/Axis Bank Ltd.",430.0,Others
15-04-2024,"UPI/P2M/410641951366/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
15-04-2024,"UPI/P2M/447218843412/Veeramani M
/Paymen/Yes Bank Ltd",10.0,Others
15-04-2024,"UPI/P2M/410627682070/SARAVANAKUMAR
SO CHAK/Paymen/Yes Bank Ltd",180.0,Others
15-04-2024,"UPI/P2A/447200198910/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",12083.0,Others
15-04-2024,"UPI/P2M/410692653839/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
15-04-2024,"UPI/P2M/410651127504/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
15-04-2024,"UPI/P2M/410642097902/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
15-04-2024,"UPI/P2M/410637196491/Google India Digital
/Paymen/Axis Bank Ltd.",650.0,Others
15-04-2024,"UPI/P2M/410670022668/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",82.0,Healthcare
16-04-2024,"UPI/P2M/410794814854/PUNNIYAMUTHY M
/Paymen/City Union Bank",136.0,Others
16-04-2024,"UPI/P2A/447356378026/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",3555.0,Others
16-04-2024,"UPI/P2M/410706972713/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-04-2024,"UPI/P2M/447378671736/Veeramani M
/Paymen/Yes Bank Ltd",20.0,Others
16-04-2024,"UPI/P2M/410790854062/S Diwakar
/Paymen/Yes Bank Ltd",245.0,Others
16-04-2024,"UPI/P2M/410712161855/R GAYATHRI
/Paymen/Yes Bank Ltd",50.0,Others
17-04-2024,"UPI/P2M/410824262412/PUNNIYAMUTHY M
/Paymen/City Union Bank",120.0,Others
17-04-2024,"UPI/P2M/410866779659/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
17-04-2024,"UPI/P2M/410861949184/ARASAN CATERERS
AND C/Paymen/Yes Bank Ltd",40.0,Others
17-04-2024,"UPI/P2M/410873190704/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
17-04-2024,"UPI/P2M/410844567742/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",127.0,Healthcare
18-04-2024,"UPI/P2M/410973261682/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
18-04-2024,"UPI/P2M/410987570051/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
18-04-2024,"UPI/P2A/447554365905/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",667.0,Others
18-04-2024,"UPI/P2M/447561715056/Veeramani M
/Paymen/Yes Bank Ltd",40.0,Others
18-04-2024,"UPI/P2M/410905830304/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
18-04-2024,"UPI/P2M/410969030571/Felix logistics
/Paymen/Yes Bank Ltd",15.0,Others
18-04-2024,"UPI/P2M/410944530148/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
18-04-2024,"UPI/P2M/410960075350/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
18-04-2024,"UPI/P2M/410924164287/PrashantAdvait
Founda/Pay vi/Axis Bank Ltd.",150.0,Others
19-04-2024,"UPI/P2A/447669048956/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",823.0,Others
19-04-2024,"UPI/P2M/411079374511/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
19-04-2024,"UPI/P2M/411027649681/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
19-04-2024,"UPI/P2A/411005388924/JAYAPRAKASH V
/Paymen/Union Bank of India",307.0,Others
19-04-2024,"UPI/P2A/447669673382/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",307.0,Others
19-04-2024,"UPI/P2M/411031559734/Google/Axis
Bank/MandateE/OTH",35.0,Others
19-04-2024,"UPI/P2M/411090240609/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",135.0,Healthcare
20-04-2024,"UPI/P2M/411187068452/Airtel Prepaid
Rechar/UPIInt/Airtel Payments Bank",39.0,Others
20-04-2024,"UPI/P2A/447731295945/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",784.0,Others
20-04-2024,"UPI/P2M/411144401071/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
20-04-2024,"UPI/P2M/411126456176/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",115.0,Others
20-04-2024,"UPI/P2M/411110680847/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
20-04-2024,"UPI/P2M/411180808010/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",65.0,Others
21-04-2024,"UPI/P2A/447852807816/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",2000.0,Others
21-04-2024,"UPI/P2M/411257533588/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
21-04-2024,"UPI/P2M/411212051014/Makemytrip India Pvt
/Upi Tr/ICICI Bank",14762.0,Others
21-04-2024,"UPI/P2M/411268010452/PUNNIYAMUTHY M
/Paymen/City Union Bank",120.0,Others
21-04-2024,"UPI/P2M/411280255240/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
21-04-2024,"UPI/P2A/447874071567/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
21-04-2024,"UPI/P2M/411390411972/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
22-04-2024,"UPI/P2A/447968326252/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",2000.0,Others
22-04-2024,"UPI/P2M/411355328416/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-04-2024,"UPI/P2M/411306728305/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
22-04-2024,"UPI/P2M/411350584825/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
22-04-2024,"UPI/P2M/411329527298/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-04-2024,"UPI/P2M/411392965695/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-04-2024,"UPI/P2M/411371779419/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-04-2024,"UPI/P2M/411366937730/R GAYATHRI
/Paymen/Yes Bank Ltd",68.0,Others
22-04-2024,"UPI/P2M/411302743596/NETFLIX C/HDFC
BANK/Monthly/OTH",199.0,Others
23-04-2024,"UPI/P2M/411494427217/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
23-04-2024,"UPI/P2M/411438926192/PUNNIYAMUTHY M
/Paymen/City Union Bank",15.0,Others
23-04-2024,"UPI/P2M/411440666364/Airtel Prepaid
Rechar/UPIInt/Airtel Payments Bank",39.0,Others
23-04-2024,"UPI/P2M/448034724913/Amazon India         /You
ar/Amazon RBL",636.0,Shopping
23-04-2024,"UPI/P2M/448046093289/SENTHIL KUMAR  V
/Paymen/Yes Bank Ltd",70.0,Others
23-04-2024,"UPI/P2M/411492829928/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
23-04-2024,"UPI/P2A/411474812019/Aryan  Raj
/Paymen/State Bank Of India",1000.0,Others
23-04-2024,"UPI/P2M/411475481561/PUNNIYAMUTHY M
/Paymen/City Union Bank",60.0,Others
23-04-2024,"UPI/P2M/411483694384/SWIGGY               /Pay
fo/YesBank_Yespay",254.0,Others
23-04-2024,"UPI/P2M/411424327031/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
23-04-2024,"UPI/P2M/411519476060/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",37.0,Healthcare
24-04-2024,"UPI/P2A/448137911859/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
24-04-2024,"UPI/P2M/411557481770/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
24-04-2024,"UPI/P2M/411558879770/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
24-04-2024,"UPI/P2A/448126317694/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",100.0,Others
24-04-2024,"UPI/P2M/411560455465/Delhivery Limited
/Paymen/Yes Bank Ltd",1495.0,Others
24-04-2024,"UPI/P2M/411545835637/HARA GROUPS
/Paymen/Yes Bank Ltd",105.0,Others
24-04-2024,"UPI/P2M/411512770416/Prem nursing home
/Paymen/Yes Bank Ltd",2000.0,Others
24-04-2024,"UPI/P2M/411594959140/Prem nursing home
/Paymen/Yes Bank Ltd",2000.0,Others
24-04-2024,"UPI/P2M/411574379322/Prem nursing home
/Paymen/Yes Bank Ltd",2000.0,Others
24-04-2024,"UPI/P2M/411514825597/Prem nursing home
/Paymen/Yes Bank Ltd",2000.0,Others
24-04-2024,"UPI/P2M/411540919423/Prem nursing home
/Paymen/Yes Bank Ltd",2000.0,Others
24-04-2024,"UPI/P2A/448151646107/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",1500.0,Others
24-04-2024,"UPI/P2M/411582451473/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",209.0,Healthcare
25-04-2024,"UPI/P2M/411610161024/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
25-04-2024,"UPI/P2M/448239639308/Veeramani M
/Paymen/Yes Bank Ltd",10.0,Others
25-04-2024,"UPI/P2M/411687362969/PUNNIYAMUTHY M
/Paymen/City Union Bank",135.0,Others
25-04-2024,"UPI/P2M/411638469528/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
25-04-2024,"UPI/P2M/411608296846/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
25-04-2024,"UPI/P2M/411623239795/PUNNIYAMUTHY M
/Paymen/City Union Bank",10.0,Others
25-04-2024,"UPI/P2M/411683816053/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",172.0,Others
25-04-2024,"UPI/P2M/411620846892/UENGAGE SERVICES
PVT /Pay vi/Airtel Payments Bank",362.25,Others
26-04-2024,"UPI/P2M/411769058734/S Diwakar
/Paymen/Yes Bank Ltd",75.0,Others
26-04-2024,"UPI/P2M/411781105851/Airtel Prepaid
Rechar/UPIInt/Airtel Payments Bank",319.0,Others
26-04-2024,"UPI/P2M/411717512383/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
26-04-2024,"UPI/P2M/411714520643/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",120.0,Others
26-04-2024,"UPI/P2M/411743780986/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
26-04-2024,"UPI/P2M/411756926446/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",153.0,Healthcare
27-04-2024,"UPI/P2M/411805781799/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
27-04-2024,"UPI/P2M/411858785072/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
27-04-2024,"UPI/P2M/411806551387/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
27-04-2024,"UPI/P2M/411811211599/PUNNIYAMUTHY M
/Paymen/City Union Bank",145.0,Others
27-04-2024,"UPI/P2A/411840140432/Aryan  Raj
/Paymen/State Bank Of India",1000.0,Others
27-04-2024,"UPI/P2A/411880575131/M  ANNAMALAI
/Paymen/State Bank Of India",160.0,Others
27-04-2024,"UPI/P2M/448470416221/RANGALAYA ROYAL
/Paymen/Yes Bank Ltd",4648.0,Others
28-04-2024,"UPI/P2M/411932418355/Felix Logistics
/Paymen/Yes Bank Ltd",30.0,Others
28-04-2024,"UPI/P2M/411992560331/RANGALAYA ROYA
/Paymen/Yes Bank Ltd",4557.0,Others
28-04-2024,"UPI/P2M/448528147605/RANGALAYA ROYAL
/Paymen/Yes Bank Ltd",2775.0,Others
28-04-2024,"UPI/P2M/411938859142/MANVENDRA
RATHAUR    /Paymen/Yes Bank Ltd",30.0,Others
28-04-2024,"UPI/P2M/411983392700/RELIANCE TRENDS
/Genera/HDFC BANK LTD",999.0,Others
28-04-2024,"UPI/P2M/411965461265/VIJAYAKUMAR D
/Paymen/Yes Bank Ltd",12.0,Others
28-04-2024,"UPI/P2M/411995185034/MD NOOR AHMED
/Paymen/Yes Bank Ltd",180.0,Others
28-04-2024,"UPI/P2M/411913302761/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",124.0,Healthcare
29-04-2024,"UPI/P2M/412086019849/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
29-04-2024,"UPI/P2A/412094653868/RAM BAHADUR
SINGH S O/Paymen/Baroda UP Gramin Ban",900.0,Others
29-04-2024,"UPI/P2M/412048503669/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",65.0,Others
29-04-2024,"UPI/P2M/412005272824/R GAYATHRI
/Paymen/Yes Bank Ltd",76.0,Others
29-04-2024,"UPI/P2M/412009809843/R GAYATHRI
/Paymen/Yes Bank Ltd",60.0,Others
30-04-2024,"UPI/P2M/448730270632/Ms SELVARANI  S
/Paymen/Yes Bank Ltd",10.0,Others
30-04-2024,"UPI/P2M/412115715033/PIZZA HUT
/Paymen/HDFC BANK LTD",847.0,Food & Dining
30-04-2024,"UPI/P2M/412132440968/NANDAKUMAR S
/Paymen/Yes Bank Ltd",15.0,Others
30-04-2024,"UPI/P2M/412147032690/Chegg/ICICI
Ban/MandateR/OTH",352.82,Others
30-04-2024,"UPI/P2M/412162977776/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",108.0,Healthcare
01-05-2024,"UPI/P2M/412287654359/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
01-05-2024,"UPI/P2A/412218233288/Aryan  Raj
/Paymen/State Bank Of India",250.0,Others
01-05-2024,"UPI/P2M/412206302260/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",50.0,Others
01-05-2024,"UPI/P2M/412233573329/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
01-05-2024,"UPI/P2M/412241171960/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",63.0,Healthcare
02-05-2024,"UPI/P2M/412347094439/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
02-05-2024,"UPI/P2M/412371494051/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
02-05-2024,"UPI/P2M/412316318439/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",40.0,Others
02-05-2024,"UPI/P2M/412370632122/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",93.0,Others
03-05-2024,"UPI/P2A/449084192814/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
03-05-2024,"UPI/P2M/412467512625/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-05-2024,"UPI/P2M/412468323742/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-05-2024,"UPI/P2M/412443666669/S Diwakar
/Paymen/Yes Bank Ltd",30.0,Others
03-05-2024,"UPI/P2M/412421682424/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",190.0,Others
03-05-2024,"UPI/P2M/412468624713/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
03-05-2024,"UPI/P2M/412443011060/PIZZA HUT
/Paymen/HDFC BANK LTD",839.0,Food & Dining
04-05-2024,"UPI/P2M/412512132298/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
04-05-2024,"UPI/P2M/412515088373/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
04-05-2024,"UPI/P2M/412546182246/PUNNIYAMUTHY M
/Paymen/City Union Bank",110.0,Others
04-05-2024,"UPI/P2A/449170203868/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",1206.0,Others
04-05-2024,"UPI/P2A/449116829299/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",224.0,Others
04-05-2024,"UPI/P2A/412502516356/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",604.0,Others
05-05-2024,"UPI/P2M/412621836985/S SUDHA
/Paymen/Yes Bank Ltd",237.0,Others
05-05-2024,"NBSM/58528323/PAYTM MOBILE
SOLUTIONS PVT LTD/",1517.7,Others
05-05-2024,"UPI/P2M/412633645370/Vellore Institute Of
/Paymen/Yes Bank Ltd",4720.0,Others
06-05-2024,"UPI/P2M/412740197158/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
06-05-2024,"UPI/P2M/412708261447/BharatPe Merchant
/Pay to/YesBank_Yespay",50.0,Others
06-05-2024,"UPI/P2M/412791956685/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
06-05-2024,"UPI/P2M/412730892762/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",77.0,Healthcare
07-05-2024,"UPI/P2M/412822937228/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
07-05-2024,"UPI/P2M/412810376507/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",28.0,Others
07-05-2024,"ECOM PUR/PAY*Vellore
I/Vallore/070524/14:32/412814135978",6060.18,Others
07-05-2024,"UPI/P2M/412852690897/TATA SKY LIMITED
/TD2405/Axis Bank Ltd.",2484.0,Others
08-05-2024,"UPI/P2M/412955793230/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
08-05-2024,"UPI/P2M/449508193381/Amazon India         /You
ar/Yes Bank Ltd",6287.0,Shopping
08-05-2024,"UPI/P2A/449575427683/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
08-05-2024,"UPI/P2A/449520659834/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
09-05-2024,"UPI/P2A/449671835815/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
10-05-2024,"UPI/P2M/449762368483/PhonePe
/Paymen/Axis Bank Ltd.",1000.0,Others
10-05-2024,"UPI/P2M/413145176016/PUNNIYAMUTHY M
/Paymen/City Union Bank",135.0,Others
10-05-2024,"UPI/P2M/413190121869/Spotify I/ICICI
Ban/MandateR/OTH",59.0,Others
10-05-2024,"UPI/P2A/449771703318/Mr Devendra Kumar
Dix/Paymen/Indian Bank",23000.0,Others
10-05-2024,"UPI/P2A/449705134289/IFTKAR YAR KHAN
/Paymen/Punjab National Bank",2704.0,Others
10-05-2024,"UPI/P2M/413143598091/R GAYATHRI
/Paymen/Yes Bank Ltd",25.0,Others
10-05-2024,"UPI/P2M/413184234467/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",37.0,Healthcare
12-05-2024,"UPI/P2M/413396343780/DIRECTOR IISERB
JAC 2/collec/ICICI Bank",2000.0,Others
12-05-2024,"UPI/P2M/413303979156/Neso Academy Private
/Paymen/ICICI Bank",352.82,Others
12-05-2024,"ECOM
PUR/CHATUML.COM/+14088180452/120524/0
8:37/413308066166",608.34,Others
12-05-2024,"UPI/P2M/413318912813/PUNNIYAMUTHY M
/Paymen/City Union Bank",188.0,Others
13-05-2024,"UPI/P2M/413402373292/PUNNIYAMUTHY M
/Paymen/City Union Bank",96.0,Others
13-05-2024,"UPI/P2A/450046251638/RUSHABH MEHTA
/UPI/HDFC BANK LTD",200.0,Others
13-05-2024,"NEFT/IR/AXOIR13490991314/SRM KTR/HDFC
BANK/24011045628",110000.0,Others
14-05-2024,"UPI/P2M/413594578319/NYKAA FASHION
PRIVATE/UPIInt/ICICI Bank",1439.0,Others
14-05-2024,"UPI/P2M/413594176813/Felix logistics
/Paymen/Yes Bank Ltd",15.0,Others
14-05-2024,"UPI/P2M/413576288645/PUNNIYAMUTHY M
/Paymen/City Union Bank",70.0,Others
14-05-2024,"UPI/P2M/413533066698/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",30.0,Others
14-05-2024,"UPI/P2M/413547523374/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",106.0,Healthcare
15-05-2024,"UPI/P2M/413688419504/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
15-05-2024,"UPI/P2M/413666808069/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",80.0,Others
15-05-2024,"UPI/P2M/413656788457/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",35.0,Others
15-05-2024,"UPI/P2M/413679256660/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",88.0,Others
16-05-2024,"UPI/P2M/413750717308/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-05-2024,"UPI/P2M/413737103350/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-05-2024,"UPI/P2M/413719517229/Nykaa Fashion
/Paymen/Yes Bank Ltd",4123.0,Others
16-05-2024,"UPI/P2M/413745290790/PUNNIYAMUTHY M
/Paymen/City Union Bank",157.0,Others
16-05-2024,"NBSM/59753630/PAYTM MOBILE
SOLUTIONS PVT LTD/",24367.7,Others
16-05-2024,"UPI/P2A/413797200607/RUSHABH MEHTA
/UPI/HDFC BANK LTD",419.5,Others
16-05-2024,"UPI/P2M/413782920350/RAZORPAY ZOMATO
ONLIN/Pay vi/HDFC BANK LTD",650.8,Others
16-05-2024,"UPI/P2M/413772177342/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",180.0,Healthcare
17-05-2024,"UPI/P2M/413851016063/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
17-05-2024,"UPI/P2M/413807612584/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
17-05-2024,"UPI/P2M/413878340884/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",60.0,Others
18-05-2024,"UPI/P2M/413900948954/Airtel Prepaid
Rechar/UPIInt/Airtel Payments Bank",39.0,Others
18-05-2024,"UPI/P2M/450501808748/nykaa
/OidNYK/Yes Bank Ltd",774.0,Others
18-05-2024,"UPI/P2M/413985579954/R GAYATHRI
/Paymen/Yes Bank Ltd",60.0,Others
19-05-2024,"UPI/P2M/414038567906/Airtel Prepaid
Rechar/UPIInt/Airtel Payments Bank",39.0,Others
19-05-2024,"UPI/P2A/414071834458/Mr HARISH  SHUKLA
/Paymen/Central Bank Of Indi",1.0,Others
19-05-2024,"UPI/P2A/414068401007/Mr HARISH  SHUKLA
/Paymen/Central Bank Of Indi",5000.0,Others
19-05-2024,"UPI/P2M/414071787331/PrashantAdvait
Founda/Pay vi/Axis Bank Ltd.",700.0,Others
19-05-2024,"UPI/P2M/450634539993/FRESH MARKET
/Paymen/Yes Bank Ltd",1163.0,Others
19-05-2024,"UPI/P2M/450659510997/FRESH MARKET
/Paymen/Yes Bank Ltd",65.0,Others
